ID	time	flooded
100436-100435	0.000000	0
100436-100439	0.000000	0
100437-100211	0.000000	0
100437-100438	0.000000	0
100437-100440	0.000000	0
100438-100097	0.000000	0
100438-100313	0.000000	0
100438-100437	0.000000	0
100438-100441	0.000000	0
100439-100436	0.000000	0
100439-100440	0.000000	0
100440-100437	0.000000	0
100440-100439	0.000000	0
100441-100211	0.000000	0
100441-100438	0.000000	0
100441-100442	0.000000	0
100442-100211	0.000000	0
100442-100441	0.000000	0
100442-100443	0.000000	0
100443-100435	0.000000	0
100443-100442	0.000000	0
1005-21347	0.000000	0
1006-10363	0.000000	0
1007-11391	0.000000	0
1007-21412	0.000000	0
1007-24536	0.000000	0
1008-11184	0.000000	0
1009-18970	0.000000	0
1010-18920	0.000000	0
1010-18935	0.000000	0
1010-21361	0.000000	0
1011-19003	0.000000	0
1011-25321	0.000000	0
10136-19222	0.000000	0
10136-19225	0.000000	0
10136-23369	0.000000	0
1014-15553	0.000000	0
1015-25281	0.000000	0
1016-19070	0.000000	0
1016-21451	0.000000	0
10160-10161	0.000000	0
10161-10160	0.000000	0
10161-25175	0.000000	0
10161-25176	0.000000	0
10168-10482	0.000000	0
10168-12950	0.000000	0
10168-23794	0.000000	0
10168-23985	0.000000	0
10169-15468	0.000000	0
10169-15471	0.000000	0
10169-16486	0.000000	0
10169-4102	0.000000	0
1017-17687	0.000000	0
10170-10171	0.000000	0
10170-24529	0.000000	0
10171-10170	0.000000	0
10171-10348	0.000000	0
10171-10353	0.000000	0
10172-10237	0.000000	0
10172-11426	0.000000	0
10173-25201	0.000000	0
10174-11149	0.000000	0
10174-15469	0.000000	0
10174-24218	0.000000	0
10175-11156	0.000000	0
10175-16483	0.000000	0
10175-25255	0.000000	0
1018-11345	0.000000	0
1019-11385	0.000000	0
10198-10199	0.000000	0
10198-11039	0.000000	0
10199-20886	0.000000	0
1020-12818	0.000000	0
10200-10198	0.000000	0
10200-25442	0.000000	0
10201-10202	0.000000	0
10201-13036	0.000000	0
10202-18356	0.000000	0
10203-10204	0.000000	0
10204-10221	0.000000	0
10205-10206	0.000000	0
10206-23998	0.000000	0
10207	0.000000	0
10207-11115	0.000000	0
10207-15128	0.000000	0
10207-24079	0.000000	0
10208-15136	0.000000	0
10209-14592	0.000000	0
1021-17689	0.000000	0
10210-10211	0.000000	0
10210-13767	0.000000	0
10211-10225	0.000000	0
10212-10213	0.000000	0
10212-11382	0.000000	0
10213-10348	0.000000	0
10214-10247	0.000000	0
1022-10627	0.000000	0
1022-13183	0.000000	0
10220-10222	0.000000	0
10220-11041	0.000000	0
10220-24182	0.000000	0
10221-10220	0.000000	0
10221-10222	0.000000	0
10222-10205	0.000000	0
10223-10224	0.000000	0
10223-11041	0.000000	0
10224-10273	0.000000	0
10225-14883	0.000000	0
10227-10266	0.000000	0
10228-10173	0.000000	0
10229-10214	0.000000	0
10229-11432	0.000000	0
1023-17691	0.000000	0
1023-23259	0.000000	0
1023-24533	0.000000	0
10236-25200	0.000000	0
10237-10351	0.000000	0
1024-12860	0.000000	0
1024-17690	0.000000	0
1024-21465	0.000000	0
10241-11452	0.000000	0
10245-10433	0.000000	0
10246-10263	0.000000	0
10247-10215	0.000000	0
10247-11452	0.000000	0
10248-10246	0.000000	0
10248-11417	0.000000	0
10248-11452	0.000000	0
10249-10250	0.000000	0
10249-11417	0.000000	0
10249-14354	0.000000	0
10249-23348	0.000000	0
1025-11387	0.000000	0
10250-10249	0.000000	0
10250-11418	0.000000	0
10250-23257	0.000000	0
10251-11401	0.000000	0
10251-19089	0.000000	0
10251-19112	0.000000	0
10251-23258	0.000000	0
1026-19048	0.000000	0
10262-10246	0.000000	0
10263-10236	0.000000	0
10264-10265	0.000000	0
10264-11413	0.000000	0
10265-14950	0.000000	0
10266-10267	0.000000	0
10266-11332	0.000000	0
10267-14595	0.000000	0
10268-24071	0.000000	0
10269-13109	0.000000	0
10269-15169	0.000000	0
1027-21476	0.000000	0
10270-23999	0.000000	0
10271-10272	0.000000	0
10271-11077	0.000000	0
10272-10223	0.000000	0
10273-10274	0.000000	0
10273-13009	0.000000	0
10274-20641	0.000000	0
10277-10278	0.000000	0
10277-13035	0.000000	0
10278-20897	0.000000	0
1028-14570	0.000000	0
1028-19106	0.000000	0
1028-25303	0.000000	0
10280-10282	0.000000	0
10280-11042	0.000000	0
10282-10200	0.000000	0
1031-15536	0.000000	0
1031-18139	0.000000	0
1032-15531	0.000000	0
1032-15534	0.000000	0
1033-12271	0.000000	0
1034-15530	0.000000	0
1034-15616	0.000000	0
10348-10228	0.000000	0
10349-10264	0.000000	0
1035-15529	0.000000	0
10350-11308	0.000000	0
10350-18955	0.000000	0
10351-10349	0.000000	0
10351-10350	0.000000	0
10352-11191	0.000000	0
10352-11192	0.000000	0
10352-13502	0.000000	0
10353-10171	0.000000	0
10353-11308	0.000000	0
10353-18956	0.000000	0
10354-10363	0.000000	0
10354-11188	0.000000	0
10360	0.000000	0
10360-10448	0.000000	0
10360-10449	0.000000	0
10360-11742	0.000000	0
10360-18364	0.000000	0
10363-1006	0.000000	0
10363-10354	0.000000	0
10363-18940	0.000000	0
10374-10375	0.000000	0
10374-15519	0.000000	0
10374-18871	0.000000	0
10375-10374	0.000000	0
10375-13607	0.000000	0
10375-24695	0.000000	0
1038-15537	0.000000	0
1039-11148	0.000000	0
10391-10392	0.000000	0
10391-18236	0.000000	0
10391-23954	0.000000	0
10391-4213	0.000000	0
10392-10391	0.000000	0
10392-24690	0.000000	0
10393-14474	0.000000	0
10393-24946	0.000000	0
10394-100314	0.000000	0
10394-10395	0.000000	0
10394-20618	0.000000	0
10395-10394	0.000000	0
10395-14476	0.000000	0
10395-18341	0.000000	0
10398-11188	0.000000	0
10398-13611	0.000000	0
10398-18910	0.000000	0
10398-22503	0.000000	0
1040-10980	0.000000	0
10404	0.000000	0
10404-14484	0.000000	0
10404-23331	0.000000	0
10404-23333	0.000000	0
10405-14481	0.000000	0
10405-14485	0.000000	0
1041-15983	0.000000	0
10417-13982	0.000000	0
10417-14484	0.000000	0
10418-10419	0.000000	0
10418-11306	0.000000	0
10418-23751	0.000000	0
10419-10418	0.000000	0
10419-1046	0.000000	0
10419-14133	0.000000	0
10419-15980	0.000000	0
1042-21409	0.000000	0
10420	0.000000	0
10420-14482	0.000000	0
10420-18409	0.000000	0
10420-23328	0.000000	0
10425-11176	0.000000	0
10425-11178	0.000000	0
10426-11138	0.000000	0
10426-13261	0.000000	0
10427-11303	0.000000	0
10427-11304	0.000000	0
10427-15987	0.000000	0
1043-21426	0.000000	0
10432-10440	0.000000	0
10432-14091	0.000000	0
10433-11348	0.000000	0
10433-16244	0.000000	0
10433-23911	0.000000	0
10434-10433	0.000000	0
10434-11197	0.000000	0
10434-16244	0.000000	0
10435-10436	0.000000	0
10435-11198	0.000000	0
10435-11348	0.000000	0
10436-10435	0.000000	0
10436-10438	0.000000	0
10436-11196	0.000000	0
10437-11171	0.000000	0
10437-13744	0.000000	0
10437-15508	0.000000	0
10438-10436	0.000000	0
10438-11171	0.000000	0
10438-14465	0.000000	0
10439-13735	0.000000	0
10439-14302	0.000000	0
10439-18741	0.000000	0
10439-25653	0.000000	0
1044-15980	0.000000	0
10440	0.000000	0
10440-100317	0.000000	0
10440-10432	0.000000	0
10440-14475	0.000000	0
10440-4700	0.000000	0
10441	0.000000	0
10441-11005	0.000000	0
10441-18372	0.000000	0
10441-4701	0.000000	0
10442-11162	0.000000	0
10442-11163	0.000000	0
10442-18813	0.000000	0
10443	0.000000	0
10443-10994	0.000000	0
10443-22576	0.000000	0
10443-23324	0.000000	0
10443-9132	0.000000	0
10444	0.000000	0
10444-100312	0.000000	0
10444-10447	0.000000	0
10444-12251	0.000000	0
10445-11158	0.000000	0
10445-21240	0.000000	0
10445-25194	0.000000	0
10446-11160	0.000000	0
10446-18811	0.000000	0
10446-25202	0.000000	0
10447	0.000000	0
10447-10444	0.000000	0
10447-10448	0.000000	0
10447-12247	0.000000	0
10448-10360	0.000000	0
10448-10447	0.000000	0
10449-10360	0.000000	0
10449-11005	0.000000	0
1045-18178	0.000000	0
1045-24199	0.000000	0
10453-13244	0.000000	0
10453-16251	0.000000	0
1046-10419	0.000000	0
10463-11199	0.000000	0
10463-13251	0.000000	0
10463-15539	0.000000	0
10464-13257	0.000000	0
10464-15541	0.000000	0
10464-25640	0.000000	0
10466-10952	0.000000	0
10466-14312	0.000000	0
10466-15540	0.000000	0
10466-4507	0.000000	0
10467-10982	0.000000	0
10467-15443	0.000000	0
10467-25641	0.000000	0
1047-11186	0.000000	0
1047-14133	0.000000	0
10473-15446	0.000000	0
10473-22353	0.000000	0
10473-25503	0.000000	0
10474-13226	0.000000	0
10474-17994	0.000000	0
10474-25184	0.000000	0
10474-4565	0.000000	0
10479-13095	0.000000	0
10479-23704	0.000000	0
10479-23706	0.000000	0
1048-22801	0.000000	0
10480-10481	0.000000	0
10480-11139	0.000000	0
10480-18775	0.000000	0
10481-10480	0.000000	0
10481-13032	0.000000	0
10481-13054	0.000000	0
10481-3902	0.000000	0
10482-10168	0.000000	0
10482-15313	0.000000	0
10482-22348	0.000000	0
10483-10484	0.000000	0
10483-12680	0.000000	0
10483-13292	0.000000	0
10484-10483	0.000000	0
10484-10490	0.000000	0
10484-13295	0.000000	0
10484-14007	0.000000	0
10484-3722	0.000000	0
10490-10484	0.000000	0
10490-12674	0.000000	0
10490-12675	0.000000	0
10490-3721	0.000000	0
10491-23622	0.000000	0
10496-13234	0.000000	0
10496-14470	0.000000	0
10496-15437	0.000000	0
1051-13021	0.000000	0
10511	0.000000	0
10511-11493	0.000000	0
10512-15085	0.000000	0
10512-18350	0.000000	0
10512-23725	0.000000	0
10512-4954	0.000000	0
10513-11027	0.000000	0
10513-18351	0.000000	0
10513-23077	0.000000	0
10514-10515	0.000000	0
10514-11009	0.000000	0
10514-16193	0.000000	0
10515-10514	0.000000	0
10515-15027	0.000000	0
10515-24680	0.000000	0
10516-100209	0.000000	0
10516-14862	0.000000	0
10516-14866	0.000000	0
10516-14870	0.000000	0
10517-18300	0.000000	0
10517-18308	0.000000	0
10517-23298	0.000000	0
10518-10519	0.000000	0
10518-11047	0.000000	0
10518-18387	0.000000	0
10518-29550	0.000000	0
10519-10518	0.000000	0
10519-10521	0.000000	0
10519-20958	0.000000	0
1052-24239	0.000000	0
10520-11048	0.000000	0
10520-16228	0.000000	0
10520-18310	0.000000	0
10521-10519	0.000000	0
10521-11047	0.000000	0
10521-16229	0.000000	0
10521-3609	0.000000	0
10522-13770	0.000000	0
10522-18368	0.000000	0
10523-10524	0.000000	0
10523-23057	0.000000	0
10523-23727	0.000000	0
10523-4905	0.000000	0
10524	0.000000	0
10524-10523	0.000000	0
10524-16572	0.000000	0
10524-18377	0.000000	0
1053-17820	0.000000	0
10537-23774	0.000000	0
1054-19073	0.000000	0
10540-23775	0.000000	0
10541-10554	0.000000	0
10541-24221	0.000000	0
10542-10540	0.000000	0
10542-24221	0.000000	0
10543-23784	0.000000	0
10544-10550	0.000000	0
10545-15316	0.000000	0
10549-10545	0.000000	0
1055-11394	0.000000	0
1055-17816	0.000000	0
10550-15317	0.000000	0
10551-10552	0.000000	0
10551-10631	0.000000	0
10552-10630	0.000000	0
10552-10982	0.000000	0
10553-15962	0.000000	0
10553-23779	0.000000	0
10554-23260	0.000000	0
1056-11395	0.000000	0
10560-10561	0.000000	0
10561-23773	0.000000	0
10562-10563	0.000000	0
10563-23770	0.000000	0
10565-1000	0.000000	0
10565-13499	0.000000	0
10565-18837	0.000000	0
10565-18844	0.000000	0
10565-21299	0.000000	0
10566-10567	0.000000	0
10566-11195	0.000000	0
10566-18837	0.000000	0
10567-10566	0.000000	0
10567-10568	0.000000	0
10567-11204	0.000000	0
10568-10567	0.000000	0
10568-15514	0.000000	0
1057-12863	0.000000	0
1057-24588	0.000000	0
1058-13066	0.000000	0
1059-19054	0.000000	0
1060-18181	0.000000	0
1060-19112	0.000000	0
1060-23348	0.000000	0
1061-14356	0.000000	0
10616-18623	0.000000	0
10616-3710	0.000000	0
1062-22798	0.000000	0
1062-24801	0.000000	0
10623-11326	0.000000	0
10623-18623	0.000000	0
10623-24132	0.000000	0
10624-10936	0.000000	0
10624-19077	0.000000	0
10624-19115	0.000000	0
10625-10638	0.000000	0
10625-19077	0.000000	0
10625-4529	0.000000	0
10626-13001	0.000000	0
10626-13232	0.000000	0
10626-22841	0.000000	0
10626-23434	0.000000	0
10627-1022	0.000000	0
10627-11378	0.000000	0
10627-13183	0.000000	0
10627-15552	0.000000	0
10629-10632	0.000000	0
1063-11420	0.000000	0
10630-10552	0.000000	0
10630-10632	0.000000	0
10630-16264	0.000000	0
10631-15313	0.000000	0
10632-15961	0.000000	0
10634-16573	0.000000	0
10634-23912	0.000000	0
10634-4901	0.000000	0
10636-15549	0.000000	0
10636-15550	0.000000	0
10636-19170	0.000000	0
10636-19174	0.000000	0
10638-10625	0.000000	0
10638-15419	0.000000	0
10638-19059	0.000000	0
10639-15408	0.000000	0
10639-23858	0.000000	0
1064-19021	0.000000	0
10640-10962	0.000000	0
10640-15408	0.000000	0
10640-18993	0.000000	0
10641-15405	0.000000	0
10641-18997	0.000000	0
10641-24441	0.000000	0
1065-22800	0.000000	0
10655-11161	0.000000	0
10655-15047	0.000000	0
10655-15051	0.000000	0
10655-16091	0.000000	0
1066-21420	0.000000	0
1067-11418	0.000000	0
1067-11441	0.000000	0
1068-11417	0.000000	0
1069-11437	0.000000	0
1070-14354	0.000000	0
1072-19023	0.000000	0
1075-11182	0.000000	0
1075-23832	0.000000	0
1076-11173	0.000000	0
1076-18877	0.000000	0
1077-16645	0.000000	0
1078-21334	0.000000	0
1079-14180	0.000000	0
1079-24783	0.000000	0
1079-24789	0.000000	0
1080-15520	0.000000	0
1081-24785	0.000000	0
1081-24787	0.000000	0
1082-22805	0.000000	0
1082-24793	0.000000	0
1083-15524	0.000000	0
1083-24791	0.000000	0
1084-11186	0.000000	0
1087-18994	0.000000	0
1087-21414	0.000000	0
1087-21427	0.000000	0
1088-25010	0.000000	0
10883-100078	0.000000	0
10883-23684	0.000000	0
10884-10890	0.000000	0
10884-21390	0.000000	0
10885-10886	0.000000	0
10885-19250	0.000000	0
10885-24962	0.000000	0
10886-10885	0.000000	0
10886-21611	0.000000	0
10886-25591	0.000000	0
10887-10919	0.000000	0
10887-14121	0.000000	0
10887-25590	0.000000	0
10887-4305	0.000000	0
10889-23682	0.000000	0
10889-25307	0.000000	0
10889-25415	0.000000	0
1089-11146	0.000000	0
1089-16644	0.000000	0
1089-21378	0.000000	0
10890-10884	0.000000	0
10890-14121	0.000000	0
10890-23682	0.000000	0
10891-10895	0.000000	0
10891-10938	0.000000	0
10891-29613	0.000000	0
10892-10893	0.000000	0
10892-15402	0.000000	0
10892-21542	0.000000	0
10893-10892	0.000000	0
10893-24178	0.000000	0
10893-4309	0.000000	0
10894	0.000000	0
10894-23672	0.000000	0
10894-24201	0.000000	0
10894-29613	0.000000	0
10894-4311	0.000000	0
10895-10891	0.000000	0
10895-10896	0.000000	0
10895-12861	0.000000	0
10895-25606	0.000000	0
10896-10895	0.000000	0
10896-15584	0.000000	0
10897-13018	0.000000	0
10897-15585	0.000000	0
10897-25264	0.000000	0
10898-10910	0.000000	0
10898-15599	0.000000	0
1090-15985	0.000000	0
1090-21386	0.000000	0
10900-10898	0.000000	0
10900-10910	0.000000	0
10900-19275	0.000000	0
10900-22858	0.000000	0
10910-10898	0.000000	0
10910-10900	0.000000	0
10919-10887	0.000000	0
10919-21518	0.000000	0
10922-11168	0.000000	0
10922-11169	0.000000	0
10922-13182	0.000000	0
10922-22952	0.000000	0
10922-4158	0.000000	0
10923-11062	0.000000	0
10923-16491	0.000000	0
10929-11094	0.000000	0
10929-18035	0.000000	0
10929-23264	0.000000	0
10929-23995	0.000000	0
10929-24224	0.000000	0
10935-19189	0.000000	0
10935-22856	0.000000	0
10936-10624	0.000000	0
10936-10937	0.000000	0
10936-10938	0.000000	0
10937-10936	0.000000	0
10937-15406	0.000000	0
10937-15407	0.000000	0
10938-10891	0.000000	0
10938-10936	0.000000	0
10944-15421	0.000000	0
10944-19115	0.000000	0
10944-24442	0.000000	0
10945-15407	0.000000	0
10945-19038	0.000000	0
10945-29614	0.000000	0
10946	0.000000	0
10946-11859	0.000000	0
10946-23672	0.000000	0
10946-29614	0.000000	0
10947-14124	0.000000	0
10947-19222	0.000000	0
10947-23840	0.000000	0
10948-24221	0.000000	0
10948-24449	0.000000	0
10950-19218	0.000000	0
10950-19243	0.000000	0
10950-19260	0.000000	0
10950-4576	0.000000	0
10951-13259	0.000000	0
10951-13275	0.000000	0
10951-24450	0.000000	0
10951-24452	0.000000	0
10952-10466	0.000000	0
10952-13254	0.000000	0
10952-24453	0.000000	0
10953	0.000000	0
10953-11015	0.000000	0
10953-15219	0.000000	0
10953-4974	0.000000	0
10954-14469	0.000000	0
10954-16255	0.000000	0
10954-22851	0.000000	0
10956-15401	0.000000	0
10956-23675	0.000000	0
10956-25603	0.000000	0
10957-13227	0.000000	0
10957-13231	0.000000	0
10957-22841	0.000000	0
10957-23433	0.000000	0
10958-13225	0.000000	0
10958-13227	0.000000	0
10958-23842	0.000000	0
10959-13223	0.000000	0
10959-13226	0.000000	0
10959-18865	0.000000	0
10960-13239	0.000000	0
10960-13240	0.000000	0
10960-14471	0.000000	0
10961-14469	0.000000	0
